FOA_ID,Title,Agency,Open_Date,Close_Date,Eligibility_Text,Program_Description,Award_Range,Source_URL,Semantic_Tags
SFOP0010149,"FY 2024 English Language Fellow, Specialist, and Virtual Educator Program",DOS-ECA,2023-12-06,2024-02-05,Please see full announcement.,"The Office of English Language Programs of the Bureau of Educational and Cultural Affairs (ECA) announces an open competition for proposals to advance ECA’s objectives by improving English teaching capacity around the world and enhancing mutual understanding between the people of the United States and the people of other countries through exchanges of U.S. English language educators to all regions of the world.The English Language (EL) Fellow, Specialist, and Virtual Educator Program builds bridges of mutual understanding between the people of the United States and the people of other countries through exchanges of U.S. English language educators. Through U.S. embassy-designated projects, EL Fellows, Specialists, and Virtual Educators share their expertise, build English teaching capacity abroad, hone their skills, and gain international experience. Only one proposal will be considered by ECA from each applicant organization. In cases where more than one submission from an applicant appears in grants.gov, ECA will only consider the submission made closest in time to the NOFO deadline; that submission would constitute the one and only proposal ECA would review from that applicant. Please see the announcement for additional information.",20000000,https://www.grants.gov/web/grants/view-opportunity.html?oppId=351336,"Education & Training, Arts & Humanities"
